word,entity
Traditional thin spaghetti,food
Banitsa,food
"PEPPER FOOD SERVICE CO.,LTD",organization
Semolina pudding,food
Salad bar,food
Top sirloin steak,food
Reitzel S.A.,organization
Buffalo wing sauce,food
Morton &amp; Bassett LLC,organization
Refried beans traditional,ingredient
Kung Pao chicken,food
Van Holten’s,organization
Marinara spaghetti sauce,ingredient
Guajolota,food
Boat noodles,food
Shoyu soy sauce,ingredient
Macaroni product elbow,food
"Root Cellar, LLC",organization
Rice bran oil,ingredient
'Ncrappiata,food
Curry chicken noodles,food
Wrigley Company,organization
Creamland Dairies Inc,organization
"Great Earth Vitamins, Inc.",organization
"Casbah Sahara Natural Foods, Inc.",organization
Margarine vegetable oil,product
Rouladen,food
"Cargill Dressing, Sauces &amp; Oils North America",organization
"CHUO GYORUI Co., Ltd.",organization
Haricot dried beans,ingredient
Hot chili sauce,ingredient
Breadfruit,ingredient
Burger enriched buns,food
"Eat Good Do Good, LLC",organization
Ice pops helados,food
Pork loin,ingredient
Original marinade sauces,ingredient
Surimi,food
Jordano's Inc.,organization
Chicken and waffles,food
Whole sour cabbage,food
Country Pure Foods,organization
"Zachary Confections, Inc.",organization
1-800-Flowers,organization
Aunt Bessie's,organization
Buffalo Games,organization
Crunchy cookie chips,food
Primo Water,organization
Kraft Foods Inc.,organization
Baked apple crisp,food
"Rocky Mountain Premix, Inc.",organization
Alkaline Water Company Inc,organization
Caesar,beverage
Sugo homemade marinara,ingredient
Van Leeuwen Artisan Ice Cream,organization
Striped beakfish,ingredient
The Habit Burger Grill,organization
Fairway Foodservice PLC,organization
Wheat enriched bread,food
Cooperative Top Alliance Alinea,organization
Cajun bloody mary,beverage
RITROVO Italian Regional Foods LLC,organization
Traditional olive oil,ingredient
Chocolate sprinkle brownie,food
Sour creme cake,food
Ca Mau Group Joint Stock Company,organization
MaggieMoo's Ice Cream and Treatery,organization
"Griffin Produce Company, Inc.",organization
Buffalo wing seasoning,food
Golden Delicious,ingredient
Kumpir,food
Vannamei white shrimp,ingredient
Farmed white shrimp,ingredient
Apple cider jam,beverage
Beer can chicken,food
French green beans,ingredient
"Rite Stuff Foods, Inc.",organization
Curing salt,food
Jeni's Splendid Ice Creams,organization
Iridescent shark,ingredient
Sweet pepper dip,ingredient
Maytag Blue cheese,ingredient
"San Franola, Inc.",organization
Kashkaval,ingredient
"Boulder Homemade, Inc.",organization
Keylime meringue pie,food
Baja Fresh,organization
Fattoush salad dressing,food
Homemade picante salsa,ingredient
The original sauce,ingredient
The Original Curry Sauce Company Limited,organization
Sweet bean paste,food
Souper Salad,organization
Fagioli borlotti beans,ingredient
Cooking rice wine,beverage
Atlantic white shrimp,ingredient
Belgian vanilla waffle,food
Black mustard,ingredient
"Giumarra Bros. Fruit Co., Inc.",organization
Queso Chihuahua,ingredient
Pasta Zara S.p.A.,organization
Oil roasted peanuts,ingredient
Low calorie beverage,beverage
Snak King,organization
Pakfood Public Company Limited,organization
American chop suey,food
Velveeta,ingredient
Beef ribeye steak,food
Egg tart,food
Chinese soya sauce,ingredient
Refresco strawberry soda,beverage
Keurig Dr Pepper,organization
Bai Brands,organization
Long Blockchain Corp,organization
Tempura dipping sauce,food
Soy sauce paste,ingredient
Fresh marinara sauce,ingredient
Rich tomato sauce,ingredient
"Tractor Beverages, Inc.",organization
Naturally sweet balsamic,ingredient
Dreyer's,organization
"Mount Franklin Foods, LLC",organization
Lightly carbonated soda,beverage
Bahlsen,organization
Ülker,organization
Kashi,organization
Kiss Baking Company Limited,organization
Beef strip steaks,food
"Florida Food Products, Inc.",organization
Chicken wing drummette,food
Zero calories soda,beverage
Roast beef sandwich,food
Lewis Road Creamery,organization
Premium Nut &amp; Dried Fruit Co Inc.,organization
Snyder's of Hanover,organization
"Gills Onions, LLC",organization
Roasted sweet potato,food
Detroit-style pizza,food
Sweet sandwich slices,food
Cabbage roll,food
Martin's Famous Pastry Shoppe,organization
Shopska salad,food
"G.K.I. Foods, Inc.",organization
Pasta e fagioli,food
Suja Juice,organization
Refined sunflower oil,ingredient
Baked sandwich crackers,food
Vermicelli enriched macaroni,food
Bolognese sauce base,ingredient
Agrícola Cran Chile Limitada,organization
Pocari Sweat,beverage
Freeze cream pops,food
Chocolate-covered bacon,food
"Arrocerías Dorado, S.A.",organization
Drumstick tree,ingredient
Botanic Innovations LLC,organization
Amoroso's Baking Company,organization
Chobani,organization
GU Energy Labs,organization
"Riverside Food Distributors, LLC",organization
Chinese oyster sauce,ingredient
Briess Malt &amp; Ingredients Co.,organization
Dashi,food
Black tea beverage,beverage
Black and white cookie,food
Pure sparkling water,beverage
Noodles &amp; Company,organization
Multigrain english muffins,food
Beef O'Brady's,organization
Premium Service Brands LLC,organization
Pinty's Delicious Foods Inc.,organization
English muffins sandwich,food
Filtered apple cider,beverage
Pomodoro tomato sauce,ingredient
Smoked egg,food
Enriched plain bagels,food
Red braised pork belly,food
Tofutti,organization
Shearer's Foods,organization
Yellow cracked corn,ingredient
Italian arborio rice,ingredient
Corned beef brisket,food
Singapore chow mein,food
White large eggs,ingredient
Wyandot Snacks,organization
Premium gold potatoes,beverage
Firebird Artisan Mills,organization
The Smith's Snackfood Company,organization
CamelBak,organization
Egg barley,food
Cornichons with herbs,ingredient
Hardee's,organization
Cantonese oyster sauce,ingredient
Sweet Leaf Tea Company,organization
Tomato sauce ketchup,ingredient
Goodfood Market,organization
Pierre's Ice Cream Company,organization
Marinade and sauce,ingredient
"Garden Protein International, Inc.",organization
Tom yum broth,food
Apple flavored drink,beverage
"O'MY Foods, LLC",organization
"House of Raeford Farms, Inc.",organization
Cooking soy sauce,ingredient
Scoby Masters Tea-Biotics,organization
Cooked rice,food
Everyday baguette french,food
RealStuff Inc,organization
Setton Farms,organization
The Jackfruit Company,organization
Primo Foods,organization
Famous Dave's,organization
Makarony Polskie,organization
Linguine arrabbiata pasta,food
Lemon caesar dressing,food
Mrs. T's Pierogies,organization
Cherry cola,beverage
Sweet seasoned vinegar,food
Bratwurst smoked sausage,food
Apple inch pie,food
Helzel,food
Five Guys,organization
Hoya carnosa,ingredient
Hot chicken,food
Chinese fried rice,food
Panucho,food
Salt pork,food
"DAISHO CO., LTD.",organization
"Turkey Valley Farms, LLC",organization
Southern seasoned flour,food
Acini di pepe,food
Cheese tortellini pasta,food
Baked beans barbecue,ingredient
Sresta Natural Bioproducts Pvt. Ltd.,organization
Naked atlantic salmon,ingredient
Garden green peas,ingredient
Shekerbura,food
Sugar substitute,product
World of Warcraft,product
Ham,product
Candy,product
Galbanino,product
PlayStation Vita,product
Pasta,product
Chutney,product
PlayerUnknown's Battlegrounds,product
Forager,product
Shopkins,product
Microsoft Office,product
Frosted Flakes,product
Pepsi,product
Milkis,product
Clamato,product
Twix,product
Nerds,product
Wrigley's Skittles Wild Berry,product
Knife,product
Manchego,product
Crunchy Nut,product
PIZZA HUT Super Supreme Pizza,product
Kellogg's Eggo Cinnamon Toast Waffles,product
Wendy's Frosty Dairy Dessert,product
Nestle Bit-O'-Honey Candy Chews,product
Keebler Fudge Shoppe Jumbo Peanut Butter Sticks,product
Nutty Bars,product
Kellogg's Pop-Tarts Frosted Blueberry Muffin,product
KELLOGG'S POP TARTS Frosted cherry toaster pastries,product
McDonald's Spicy Buffalo Sauce,product
Baileys Irish Cream,product
Kudos,product
Cap'n Crunch,product
Resident Evil 3,product
Cream,product
Organic Nasoya Extra Firm Tofu,product
Quaker MultiGrain Oatmeal,product
Chocolate bar,product
Dead Rising 4,product
Honey Bunches of Oats with Almonds Cereal,product
Worthington Vegetable Skallops,product
Worthington Diced Chik,product
Keebler Club Original Crackers,product
AirPods,product
Kellogg's Honey Crunch Corn Flakes,product
Worthington Vegetable Steaks,product
Rice Krispies Treats,product
Campbell's Select Microwaveable Bowls Italian Sausage Pasta &amp; Pepperoni Soup,product
Worthington Meatless Chicken Roll,product
Morningstar Farms Meal Starters Grillers Recipe Crumbles,product
Almond Joy,product
Twizzlers Strawberry Twists Candy,product
Kellogg's Pop-Tarts Frosted Brown Sugar Cinnamon toaster pastries,product
Corn flakes,product
StarCraft,product
Fruit Gems,product
Kellogg's Eggo Homestyle waffles,product
Milk Duds,product
Oscar Mayer Wieners,product
Domino's Sausage Pizza,product
Lemon Chalet Cremes,product
After Eight,product
Meatball pizza,product
MorningStar Farms Hot &amp; Spicy Sausage Patties,product
Crystal Light,product
Pokémon FireRed and LeafGreen,product
Quaker Life Honey Graham Cereal,product
Diet Coke,product
Keebler Club Minis Multi-Grain crackers,product
Frito-Lay SUNCHIPS Multigrain Snacks,product
RC Cola,product
Morningstar Farms Garden Veggie Patties,product
Mars Snackfood M&amp;M's Minis Milk Chocolate Candies,product
KRAFT BREYERS Smooth &amp; Creamy Lowfat Strawberry Yogurt,product
Malt-O-Meal Fruity Dyno-Bites Cereal,product
McDonald's Double Cheeseburger,product
Kellogg's Raisin Bran Crunch,product
Cocoa Puffs,product
Milk chocolate,product
Malt-O-Meal Puffed Wheat Cereal,product
Keebler Grahams crackers,product
MorningStar Farms Chik'n Grill Veggie Patties,product
Morningstar Farms Chik'n Nuggets,product
Swanson Vegetable Broth,product
Kellogg's Eggo Buttermilk Pancakes,product
Kashi Blueberry Waffle,product
General Mills Cheerios Cereal,product
Nestle Rich Milk Chocolate Hot Cocoa Mix,product
Reese's Peanut Butter Cups,product
Prego Fresh Mushroom Italian Sauce,product
Burger King French Toast Sticks,product
Total,product
Oscar Mayer Braunschweiger Liver Sausage,product
Keebler Vienna Fingers cookies,product
Prego Pasta Tomato Basil and Garlic Italian Sauce,product
Twinkie,product
Famous Amos Chocolate Sandwich Cookies,product
Quaker Instant Oatmeal Organic Regular,product
Hormel Pillow Pack Sliced Turkey Pepperoni,product
Jaffa Cakes,product
Malt-O-Meal Puffed Rice Cereal,product
Murray Sugar Free Cookies,product
Keebler Iced Oatmeal Cookies,product
DiGiorno Cheese Stuffed Crust Pepperoni,product
Nestle Goobers Chocolate Covered Peanuts,product
Murray Old Fashioned Ginger Snaps Cookies,product
MorningStar Farms Veggie Bacon Strips,product
Louis Rich Turkey Smoked Sausage,product
Prego Pasta Roasted Garlic and Herb Italian Sauce,product
V8 Splash Diet Berry Blend Juice Drink,product
Coca-Cola Powerade Lemon-Lime Flavored Sports Drink,product
Swanson Certified Organic Vegetable Broth,product
Creamsicle Sugar Free Pops,product
Campbell's Healthy Request Tomato Condensed Soup,product
McDonald's Chicken Selects Premium Breast Strips,product
Quaker Apples and Cinnamon Instant Oatmeal Cereals,product
Silk Strawberry Soy Yogurt,product
Pace Spicy Jalapeno Refried Beans,product
Hershey's Cookies 'n' Creme,product
Morningstar Farms Veggie Breakfast Sausage Patties,product
Campbell's Condensed Soups New England Clam Chowder,product
Reese's Puffs,product
Mother's Vanilla Sandwich Cookies,product
Monster Energy,product
Pizza rolls,product
Life,product
McDonald's Baked Apple Pie,product
Murray Sugar Free Chocolate Chip Cookies With Pecans,product
Quaker Whole Wheat Natural Cereal,product
Archway Home Style Raspberry Fruit Filled Cookies,product
Nestea Cool Lemon Iced Tea,product
Campbell's Fat Free Chicken Gravy,product
Pumpkin Spice Latte,product
McDonald's Big Mac,product
General Mills Nature Valley Sweet and Salty Nut Granola Bars Peanut,product
Mother's Cookies Double Fudge Sandwich cookies,product
Mother's Circus Animal Cookies,product
Mother's English Tea Sandwich Cookies,product
Campbell's Chunky - Beef &amp; Bean Roadhouse Chili,product
Gruyère cheese,product
Keebler Zesta Whole Wheat Saltine crackers,product
Quaker Oatmeal Squares,product
V8 Splash Mango Peach Juice Drink,product
Sting Energy Drink,product
Viva Piñata: Trouble in Paradise,product
Campbell's Select Harvest Chicken Vegetable Medley Soup,product
Kellogg's Pop-Tarts Frosted Wild Strawberry Toaster Pastries,product
Malt-O-Meal Honey Buzzers,product
Mars Snackfood US Twix Peanut Butter Cookie Bars,product
Campbell's Chunky Savory Vegetable Soup,product
Cookie Crisp,product
General Mills Fiber One Raisin Bran Clusters Cereal,product
V8 Splash Juice Drinks Tropical Blend,product
Coca-Cola Zero Sugar,product
Keebler 100 Calorie Right Bites White Fudge Dipped Pretzels,product
McDonald's Sweet 'n' Sour Sauce,product
Corn Pops,product
Tom Clancy's Rainbow Six Siege,product
Call of Duty: Black Ops Cold War,product
AirHeads,product
Kellogg's Special K Chocolatey Delight,product
Smarties,product
Celeste,product
Peeps,product
Diaper,product
Lucky Charms,product
Acer Aspire,product
MacBook Air,product
Bugles,product
Super Mario Galaxy,product
Siku Toys,product
MorningStar Farms Grillers Prime,product
Chex,product
Zingers,product
Murray Sugar Free Vanilla Wafers,product
General Mills Basic 4 Cereal,product
Trix,product
Wheaties Cereals,product
Murray Southern Kitchen Coconut Cookies,product
McDonald's McFlurry with Oreo Cookies,product
Kentucky Fried Chicken Popcorn Chicken,product
McDonald's Barbeque Sauce,product
Blue cheese,product
Keebler Zesta Saltines Original,product
Canola Harvest Soft Spread Margarine,product
Cinnamon Toast Crunch,product
Kellogg's Eggo Blueberry Waffles,product
Kellogg's Eggo Buttermilk waffles,product
Keebler TOWN HOUSE Flipsides Pretzel Crackers,product
Gouda cheese,product
Frosted Cheerios,product
Kentucky Fried Chicken Crispy Chicken Strips,product
MorningStar Farms Original Chik'n Tenders,product
Honey Bunches of Oats Cereal,product
Malt-O-Meal Cinnamon Toasters,product
Post Selects Blueberry Morning,product
Malt-O-Meal Cocoa Dyno-Bites Cereals,product
Malt-O-Meal Frosted Mini Spooners Cereals,product
Shredded wheat,product
Monterey Jack,product
Keebler Fudge Shoppe Merry Mint Patties,product
Crunch,product
Silk Organic Unsweetened Soymilk,product
Silk Light Plain Soymilk,product
Vitasoy Original Soymilk,product
Gin,product
Silk Very Vanilla Soymilk,product
Silk French Vanilla Creamer,product
Malt-O-Meal Corn Bursts,product
Malt-O-Meal Raisin Bran,product
Silk Chocolate Soymilk,product
Keebler Sandies Pecan Shortbread Cookies,product
Mini Eggs,product
Cabbage Patch Kids,product
MorningStar Farms Veggie Breakfast Sausage Links,product
Post Toasties Corn Flakes Cereal,product
Carl Buddig Cooked Smoked Beef Pastrami Chopped and Pressed,product
Irrigation controller,product
Kellogg's Eggo Strawberry Waffles,product
Malibu,product
Trefoils,product
Skittles Original Bite Size Candies,product
Campbell's Country Style Sausage Gravy,product
Campbell's Microwavable Turkey Gravy,product
Campbell's Microwavable Chicken Gravy,product
Campbell's Microwavable Beef Gravy,product
Campbell's Brown Gravy with Onions,product
Campbell's Mushroom Gravy,product
Campbell's Condensed Tomato Soup,product
Campbell's Chunky Soups Pepper Steak Soup,product
Campbell's Golden Pork Gravy,product
General Mills Cinnamon Chex Cereal,product
Honey Nut Cheerios,product
Spira,product
Dairylea,product
SpaghettiO's with Sliced Franks,product
Campbell's Chunky Chicken Corn Chowder Soup,product
Pace Red Taco Sauce,product
Kellogg's Crunchy Nut Roasted Nut and Honey O's,product
Malt-O-Meal Berry Colossal Crunch,product
Pace Thick and Chunky Salsa,product
Good &amp; Fruity,product
Coca-Cola,product
Archway Home Style Cookies Iced Molasses,product
Red Bull,product
Murray Sugar Free Pecan Shortbread Cookies,product
Oscar Mayer Old Fashioned Loaf,product
Oscar Mayer Spiced Luncheon Loaf,product
Keebler Chips Deluxe Rainbow Chocolate Chip Cookies,product
Campbell's Chunky Chicken Broccoli Cheese with Potato Soup,product
Campbell's Condensed Chicken and Dumpling Soup,product
Kashi Granola Summer Berry Cereal,product
Wendy's Homestyle Chicken Fillet Sandwich,product
Great Grains Cranberry Almond Crunch,product
M&amp;M's Crispy Chocolate Candies,product
MorningStar Farms Chik Patties,product
MorningStar Farms Spicy Black Bean Burger,product
Campbell's Red and White Southwestern-Style Chicken Vegetable Soup,product
Mars Snackfood US Starburst Original Fruit Chews,product
Baby Ruth,product
Cointreau,product
Ralston Corn Biscuits,product
Mars Snackfood US Starburst Tropical Fruit Chews,product
Malt-O-Meal Chocolate Cereal,product
Kentucky Fried Chicken Coleslaw,product
Cocoa Krispies,product
Zima,product
Snacks Sunkist Fruit Roll Strawberry,product
Keebler Chips Deluxe Soft 'n' Chewy Cookies,product
Kellogg's Special K Red Berries Cereals,product
Sony Xperia Z,product
Post Foods Alpha-Bits Cereal,product
Prego Pasta Traditional Italian Sauce,product
Kashi Fire Roasted Veggie Crackers,product
Hershey bar,product
General Mills Kix Cereal,product
Reese's Fast Break,product
Kashi Frozen Entrees Black Bean Mango,product
Kashi Frozen Entrees Pesto Pasta Primavera,product
Kashi Frozen Entrees Mayan Harvest Bake,product
Campbell's Select Mediterranean Meatball with Bowtie Pasta Soup,product
Big N' Tasty,product
Super Monkey Ball,product
Finlandia,product
Call of Duty,product
PlayStation 4,product
Apex Legends,product
Worthington Low Fat FriChik,product
Pringles,product
Mounds,product
Quaker Quick Grits - Original,product
Oscar Mayer Beef Bologna,product
Smart Balance Light Mayonnaise Dressing,product
Quaker Instant Oatmeal,product
Keebler Vanilla Wafers,product
Smart Balance HeartRight Light Buttery Spread,product
Kashi GOLEAN Crisp! Toasted Berry Crumble Cereal,product
Keebler Town House Flatbread Crisps Sea Salt and Olive Oil Crackers,product
Organic Nasoya Sprouted Tofu Plus,product
York Peppermint Pattie,product
Keebler Deluxe Grahams cookies,product
Mother's Macaroon Cookies,product
Burger King breakfast sandwiches,product
The Sims 3,product
Rice Krispies,product
Keebler Toasteds Toasted Sesame Crackers,product
Honeycomb,product
Charms Blow Pops,product
OSCAR MAYER Bologna Light,product
Kashi TLC Honey Sesame Crackers,product
Malt-O-Meal Golden Puffs,product
Spider-Man,product
Diet Mountain Dew,product
SpaghettiOs with Meatballs,product
Campbell's Healthy Request Cream of Mushroom Soup,product
Keebler Chips Deluxe Dark Chocolate Chunk Cookies,product
Malt-O-Meal Frosted Flakes Cereals,product
Quaker Instant Grits Butter Flavor,product
Swanson Chicken Broth 99% Fat Free Soup,product
Ralston Enriched Bran flakes Cereals,product
Campbell's Select Soup New England Clam Chowder,product
Heinz Homestyle Gravy Savory Beef,product
Campbell's Chunky Classic Chicken Noodle Soup,product
Pace Green Taco Sauce,product
McDonald's Bacon Ranch Salad with Grilled Chicken,product
Archway Home Style Cookies Old Fashioned Molasses,product
Keebler Fudge Shoppe Mint Creme Middles Chocolate Graham Cookies,product
KRAFT STOVE TOP Stuffing Mix,product
Kellogg's All-Bran Complete Wheat Flakes,product
General Mills Nature Valley Chewy Trail Mix Granola Bar,product
Murray Sugar Free Fudge Dipped Mint Cookies,product
Big Turk,product
Oscar Mayer Summer Sausage Beef  Thuringer Cervelat,product
Sidral Mundet,product
M&amp;M's Peanut Chocolate Candies,product
Bear Naked Nut Cluster Crunch Maple Pecan Walnut Cereal,product
Campbell's Chunky Split Pea &amp; Ham with Natural Smoked Flavor Soup,product
Keebler Town House Reduced Fat crackers,product
M&amp;M's Almond Chocolate Candies,product
Sunshine Cheez-It Hot &amp; Spicy Crackers,product
Malt-O-Meal Marshmallow Mateys Cereals,product
Keebler Cheese &amp; Cheddar Sandwich Crackers,product
Kellogg's Special K Fruit &amp; Yogurt Cereal,product
Archway Home Style Strawberry Filled Cookies,product
Sunshine Cheez-It Italian Four Cheese crackers,product
Kraft Dinner,product
Campbell's Chunky Soup Firehouse - Hot &amp; Spicy Beef &amp; Bean Chili,product
salty,flavor
bitterness,flavor
not bitter,flavor
sweet,flavor
astringent,flavor
strawberry flavor,flavor
wheat fragrance,flavor
autumn fragrance,flavor
milk flavor,flavor
caramel,flavor
vanilla,flavor
sour,flavor
buttery,flavor
floral,flavor
fruity,flavor
aromatic,flavor
citrus,flavor
vegetarian,persona
mom,persona
pregnant woman,persona
allergy sufferer,persona
alcoholic,persona
single mother,persona
vegan,persona
cat lover,persona
dog lover,persona
book lover,persona
college student,persona
social worker,persona
animal lover,persona
mother,persona
proud dad,persona
traveller,persona
stay at home mom,persona
teacher,persona
health practitioner,persona
office worker,persona
an old woman,persona
young girl,persona
new parent,persona
dad,persona
young boy,persona
baby,persona
20 year vegetarian,persona
gluten free,persona
lactose intolerant,persona
breakfast,meal
lunch,meal
dinner,meal
snack,meal
dessert,meal
brunch,meal
party,meal
appetizer,meal
on-the-go,occasionConsumption
before going to bed,occasionConsumption
before exercise,occasionConsumption
business trip,occasionConsumption
midnight snack,occasionConsumption
afternoon tea,occasionConsumption
morning,occasionTime
night,occasionTime
weekend,occasionTime
autumn,occasionTime
afternoon,occasionTime
winter,occasionTime
summer,occasionTime
spring,occasionTime
evening,occasionTime
Christmas,occasionTime
Halloween,occasionTime
new year's eve,occasionTime
